Disease,Symptoms
Migraine,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances', nan, nan, nan, nan, nan, nan, nan, nan]"
Cervical spondylosis,"[' back_pain', ' weakness_in_limbs', ' neck_pain', ' dizziness', ' loss_of_balance', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Paralysis (brain hemorrhage),"[' vomiting', ' headache', ' weakness_of_one_body_side', ' altered_sensorium', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Jaundice,"['itching', ' vomiting', ' fatigue', ' weight_loss', ' high_fever', ' yellowish_skin', ' dark_urine', ' abdominal_pain', nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Malaria,"[' chills', ' vomiting', ' high_fever', ' sweating', ' headache', ' nausea', ' diarrhoea', ' muscle_pain', nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Chicken pox,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body', nan, nan, nan, nan, nan, nan]"
Dengue,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body', nan, nan, nan]"
Typhoid,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain', nan, nan, nan, nan, nan, nan]"
hepatitis A,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain', nan, nan, nan, nan, nan, nan]"
Hepatitis B,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections', nan, nan, nan, nan, nan]"
Hepatitis C,"[' fatigue', ' yellowish_skin', ' nausea', ' loss_of_appetite', ' yellowing_of_eyes', ' family_history', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hepatitis D,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', nan, nan, nan, nan, nan, nan, nan, nan]"
Hepatitis E,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding', nan, nan, nan, nan]"
Alcoholic hepatitis,"[' vomiting', ' yellowish_skin', ' abdominal_pain', ' swelling_of_stomach', ' distention_of_abdomen', ' history_of_alcohol_consumption', ' fluid_overload', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Tuberculosis,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum', nan]"
Common Cold,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']"
Pneumonia,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum', nan, nan, nan, nan, nan, nan]"
Dimorphic hemmorhoids(piles),"[' constipation', ' pain_during_bowel_movements', ' pain_in_anal_region', ' bloody_stool', ' irritation_in_anus', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Heart attack,"[' vomiting', ' breathlessness', ' sweating', ' chest_pain', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Varicose veins,"[' fatigue', ' cramps', ' bruising', ' obesity', ' swollen_legs', ' swollen_blood_vessels', ' prominent_veins_on_calf', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hypothyroidism,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation', nan, nan, nan, nan]"
Hyperthyroidism,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation', nan, nan, nan, nan, nan, nan]"
Hypoglycemia,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations', nan, nan, nan, nan, nan]"
Osteoarthristis,"[' joint_pain', ' neck_pain', ' knee_pain', ' hip_joint_pain', ' swelling_joints', ' painful_walking', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Arthritis,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' movement_stiffness', ' painful_walking', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
(vertigo) Paroymsal  Positional Vertigo,"[' vomiting', ' headache', ' nausea', ' spinning_movements', ' loss_of_balance', ' unsteadiness', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Acne,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Urinary tract infection,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Psoriasis,"[' skin_rash', ' joint_pain', ' skin_peeling', ' silver_like_dusting', ' small_dents_in_nails', ' inflammatory_nails', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Impetigo,"[' skin_rash', ' high_fever', ' blister', ' red_sore_around_nose', ' yellow_crust_ooze', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Fungal infection,"['itching', ' skin_rash', ' nodal_skin_eruptions', ' dischromic _patches', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Allergy,"[' continuous_sneezing', ' shivering', ' chills', ' watering_from_eyes', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
GERD,"[' stomach_pain', ' acidity', ' ulcers_on_tongue', ' vomiting', ' cough', ' chest_pain', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Chronic cholestasis,"['itching', ' vomiting', ' yellowish_skin', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Drug Reaction,"['itching', ' skin_rash', ' stomach_pain', ' burning_micturition', ' spotting_ urination', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Peptic ulcer diseae,"[' vomiting', ' indigestion', ' loss_of_appetite', ' abdominal_pain', ' passage_of_gases', ' internal_itching', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
AIDS,"[' muscle_wasting', ' patches_in_throat', ' high_fever', ' extra_marital_contacts', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Diabetes ,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria', nan, nan, nan, nan, nan, nan, nan]"
Gastroenteritis,"[' vomiting', ' sunken_eyes', ' dehydration', ' diarrhoea', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Bronchial Asthma,"[' fatigue', ' cough', ' high_fever', ' breathlessness', ' family_history', ' mucoid_sputum', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hypertension ,"[' headache', ' chest_pain', ' dizziness', ' loss_of_balance', ' lack_of_concentration', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Migraine,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances', nan, nan, nan, nan, nan, nan, nan, nan]"
Cervical spondylosis,"[' back_pain', ' weakness_in_limbs', ' neck_pain', ' dizziness', ' loss_of_balance', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Paralysis (brain hemorrhage),"[' vomiting', ' headache', ' weakness_of_one_body_side', ' altered_sensorium', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Jaundice,"['itching', ' vomiting', ' fatigue', ' weight_loss', ' high_fever', ' yellowish_skin', ' dark_urine', ' abdominal_pain', nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Malaria,"[' chills', ' vomiting', ' high_fever', ' sweating', ' headache', ' nausea', ' diarrhoea', ' muscle_pain', nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Chicken pox,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body', nan, nan, nan, nan, nan, nan]"
Dengue,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body', nan, nan, nan]"
Typhoid,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain', nan, nan, nan, nan, nan, nan]"
hepatitis A,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain', nan, nan, nan, nan, nan, nan]"
Hepatitis B,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections', nan, nan, nan, nan, nan]"
Hepatitis C,"[' fatigue', ' yellowish_skin', ' nausea', ' loss_of_appetite', ' yellowing_of_eyes', ' family_history', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hepatitis D,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', nan, nan, nan, nan, nan, nan, nan, nan]"
Hepatitis E,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding', nan, nan, nan, nan]"
Alcoholic hepatitis,"[' vomiting', ' yellowish_skin', ' abdominal_pain', ' swelling_of_stomach', ' distention_of_abdomen', ' history_of_alcohol_consumption', ' fluid_overload', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Tuberculosis,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum', nan]"
Common Cold,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']"
Pneumonia,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum', nan, nan, nan, nan, nan, nan]"
Dimorphic hemmorhoids(piles),"[' constipation', ' pain_during_bowel_movements', ' pain_in_anal_region', ' bloody_stool', ' irritation_in_anus', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Heart attack,"[' vomiting', ' breathlessness', ' sweating', ' chest_pain', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Varicose veins,"[' fatigue', ' cramps', ' bruising', ' obesity', ' swollen_legs', ' swollen_blood_vessels', ' prominent_veins_on_calf', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hypothyroidism,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation', nan, nan, nan, nan]"
Hyperthyroidism,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation', nan, nan, nan, nan, nan, nan]"
Hypoglycemia,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations', nan, nan, nan, nan, nan]"
Osteoarthristis,"[' joint_pain', ' neck_pain', ' knee_pain', ' hip_joint_pain', ' swelling_joints', ' painful_walking', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Arthritis,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' movement_stiffness', ' painful_walking', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
(vertigo) Paroymsal  Positional Vertigo,"[' vomiting', ' headache', ' nausea', ' spinning_movements', ' loss_of_balance', ' unsteadiness', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Acne,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Urinary tract infection,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Psoriasis,"[' skin_rash', ' joint_pain', ' skin_peeling', ' silver_like_dusting', ' small_dents_in_nails', ' inflammatory_nails', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Impetigo,"[' skin_rash', ' high_fever', ' blister', ' red_sore_around_nose', ' yellow_crust_ooze', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Fungal infection,"['itching', ' skin_rash', ' nodal_skin_eruptions', ' dischromic _patches', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Allergy,"[' continuous_sneezing', ' shivering', ' chills', ' watering_from_eyes', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
GERD,"[' stomach_pain', ' acidity', ' ulcers_on_tongue', ' vomiting', ' cough', ' chest_pain', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Chronic cholestasis,"['itching', ' vomiting', ' yellowish_skin', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Drug Reaction,"['itching', ' skin_rash', ' stomach_pain', ' burning_micturition', ' spotting_ urination', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Peptic ulcer diseae,"[' vomiting', ' indigestion', ' loss_of_appetite', ' abdominal_pain', ' passage_of_gases', ' internal_itching', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
AIDS,"[' muscle_wasting', ' patches_in_throat', ' high_fever', ' extra_marital_contacts', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Diabetes ,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria', nan, nan, nan, nan, nan, nan, nan]"
Gastroenteritis,"[' vomiting', ' sunken_eyes', ' dehydration', ' diarrhoea', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Bronchial Asthma,"[' fatigue', ' cough', ' high_fever', ' breathlessness', ' family_history', ' mucoid_sputum', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hypertension ,"[' headache', ' chest_pain', ' dizziness', ' loss_of_balance', ' lack_of_concentration', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Migraine,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances', nan, nan, nan, nan, nan, nan, nan, nan]"
Cervical spondylosis,"[' back_pain', ' weakness_in_limbs', ' neck_pain', ' dizziness', ' loss_of_balance', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Paralysis (brain hemorrhage),"[' vomiting', ' headache', ' weakness_of_one_body_side', ' altered_sensorium', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Jaundice,"['itching', ' vomiting', ' fatigue', ' weight_loss', ' high_fever', ' yellowish_skin', ' dark_urine', ' abdominal_pain', nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Malaria,"[' chills', ' vomiting', ' high_fever', ' sweating', ' headache', ' nausea', ' diarrhoea', ' muscle_pain', nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Chicken pox,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body', nan, nan, nan, nan, nan, nan]"
Dengue,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body', nan, nan, nan]"
Typhoid,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain', nan, nan, nan, nan, nan, nan]"
hepatitis A,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain', nan, nan, nan, nan, nan, nan]"
Hepatitis B,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections', nan, nan, nan, nan, nan]"
Hepatitis C,"[' fatigue', ' yellowish_skin', ' nausea', ' loss_of_appetite', ' yellowing_of_eyes', ' family_history', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hepatitis D,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', nan, nan, nan, nan, nan, nan, nan, nan]"
Hepatitis E,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding', nan, nan, nan, nan]"
Alcoholic hepatitis,"[' vomiting', ' yellowish_skin', ' abdominal_pain', ' swelling_of_stomach', ' distention_of_abdomen', ' history_of_alcohol_consumption', ' fluid_overload', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
